Australia ,400,400,400,400,400,518,523,538,556,587,616,627,646,663,699,848,877,896,900,946,1145,1125,1180,1165,1087,1374,1172,1069,1239,1409,1449,1602,1853,2121,2095,1975,2344,2749,3010,2636,2502,3053,2694,2297,2966,2894,2851,2740,2730,2896,2762,2843,3109,3156,3094,3273,3299,3553,3824,3835,4138,4007,4036,4277,4205,4285,4455,4063,4475,4304,4422,4329,4632,4504,4747,4458,4666,3995,3708,3766,3487,3685,3420,3891,3840,4013,3839,3823,4076,4295,4282,4507,4616,4693,4981,5210,5104,5098,5157,5027,4897,4878,4791,4602,4716,4766,4911,5064,5192,5417,5553,5573,5544,5452,5263,4708,4354,4564,4842,5060,5318,5516,5746,5886,5846,6166,6788,7505,7703,7362,6917,6595,6664,6967,7237,7412,7507,7418,7505,7791,8027,8108,8090,8305,8628,8791,8653,9027,9400,9849,10152,10241,10733,11148,11561,12024,12290,12404,12878,12985,13170,13559,13546,13769,14320,14412,14660,14412,14239,15062,15638,15757,16293,16752,17194,17173,16970,17370,17853,18424,19002,19485,20110,20978,21572,21732,22271,22910,23332,23619,23996,24359,25014,25301
New Zealand ,,400,400,400,400,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,1144,,,,,,,,,,2212,,,,,,,,,,3100,3155,3523,3831,3843,3688,3623,3982,4271,3569,3747,3765,3646,3495,3703,3587,3602,3604,3554,3701,3755,3731,3801,3788,3579,3642,3988,3950,3985,4041,4298,4223,4438,4727,4570,4850,5158,5340,4835,4770,5316,5494,5209,5152,5189,5174,5120,5008,4911,5283,5641,5128,4841,5144,5143,5292,4905,4683,5141,5262,4960,4475,4327,4576,4768,4959,5840,6102,6462,6460,6300,6129,6762,6928,6868,6928,7161,7846,6929,7521,8456,7653,7796,7856,8743,8725,9000,9045,9185,9630,9465,9745,9731,10132,10418,10879,11362,10682,10545,11511,11189,11576,11850,12424,12879,12489,12648,11989,12034,12284,12347,12884,12996,13184,13666,13664,13880,13891,13816,13869,13687,13347,13343,14031,14572,14941,15237,15289,15263,15976,16246,16675,17170,17486,17912,18231,18405,18801,18653
Canada,400,400,400,400,430,904,,,,,,,,,,1000,,,,,,,,,,1162,,,,,,,,,,1330,,,,,,,,,,1451,,,,,,,,,,1695,1755,1705,1842,1854,1784,1641,1727,1637,1765,1816,2040,2109,2090,2231,2073,2075,2120,2249,2239,2378,2409,2371,2334,2420,2371,2288,2512,2583,2796,2911,3097,3331,3334,3280,3562,3846,3875,3572,3850,4066,4213,4377,4447,4025,4233,4646,4801,4441,4019,3861,3357,3793,3976,3977,4340,4497,4847,5172,5065,4811,4004,3671,3370,3691,3951,4124,4473,4546,4768,5368,6051,7033,7263,7443,7133,6931,7088,7065,7064,7291,7533,7833,7984,7699,8201,8652,8607,8534,8676,8753,8833,9277,9566,9999,10473,10946,11078,11479,11912,12050,12562,13072,13838,14205,14316,14902,15223,15680,16170,16176,16472,15779,16076,16836,17582,17862,18348,18993,19108,18872,18255,18139,18303,18936,19227,19319,19953,20613,21563,22488,22599,23156,23409,23943,24470,24971,25809,25267
United States ,400,400,400,400,527,1257,,,,,,,,,,1376,,,,,,,,,,1588,,,,,,,,,,1806,,,,,,,,,,2178,,,,,,,,,,2445,2503,2541,2604,2527,2599,2570,2595,2646,2909,3184,3215,3338,3339,3320,3270,3294,3368,3282,3413,3392,3467,3728,3478,3314,3644,3504,3769,3780,4051,4091,4464,4421,4551,4410,4642,5079,5065,4561,5017,4964,5046,5201,5301,4799,4864,5459,5248,5659,5680,5552,5323,5540,6164,6233,6282,6602,6576,6569,6899,6213,5691,4908,4777,5114,5467,6204,6430,6126,6561,7010,8206,9741,11518,12333,11709,9197,8886,9065,8944,9561,10116,10316,10613,10359,10897,10914,10920,10631,11230,11328,11402,11905,12242,12773,13419,14134,14330,14863,15179,15030,15304,15944,16689,16491,16284,16975,17567,18373,18789,18577,18856,18325,18920,20123,20717,21236,21788,22499,23059,23201,22849,23298,23616,24279,24603,25230,26052,26849,27735,28467,28405,28604,29074,29845,30481,31004,31357,31178
Total Western Offshoots ,400,400,400,400,476,1202,,,,,,,,,,1328,,,,,,,,,,1542,,,,,,,,,,1763,,,,,,,,,,2137,,,,,,,,,,2419,2475,2516,2595,2530,2599,2559,2593,2643,2877,3127,3179,3277,3293,3284,3234,3253,3336,3264,3392,3372,3450,3649,3415,3277,3554,3438,3675,3710,3963,4015,4349,4327,4455,4334,4559,4976,4970,4502,4934,4916,4995,5139,5233,4758,4824,5373,5195,5522,5517,5397,5160,5385,5953,6024,6100,6387,6385,6402,6673,6028,5492,4794,4672,5000,5340,6011,6247,5999,6390,6838,7954,9400,10971,11676,11090,8881,8635,8791,8704,9268,9760,9950,10220,10000,10512,10569,10567,10323,10866,10961,11025,11510,11844,12357,12967,13624,13816,14320,14657,14560,14856,15450,16179,16053,15892,16550,17069,17803,18233,18060,18339,17815,18335,19467,20066,20537,21073,21753,22255,22346,21978,22367,22684,23338,23674,24238,25024,25805,26681,27394,27387,27649,28090,28808,29415,29923,30344,30152
Albania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,,598,,,,,,,,,,685,,,,,,,,,,780,,,811,,,,,,,,,,,,,,,,926,,,,,,,,,,,,,,,,,,,,,1001,1045,1046,1089,1120,1181,1193,1269,1326,1381,1451,1463,1511,1563,1616,1675,1738,1804,1869,1932,2004,2084,2165,2273,2282,2289,2299,2309,2319,2331,2347,2360,2373,2387,2400,2413,2428,2443,2459,2477,2499,1776,1632,1775,1907,2147,2333,2087,2343,2567,2741,2925,3009,3173,3343,3518,3693,3905,4149
Bulgaria ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,,,1223,,,,,,,,,,1456,,,1534,,,,,,,,,,,909,922,1169,1255,1219,1180,1284,1454,1444,1450,1309,1236,1493,1567,1595,1603,1548,1567,1479,1513,1387,1073,,,,,1651,1989,1893,2085,2025,2148,2128,2330,2508,2684,2912,3072,3295,3418,3657,3850,4125,4320,4368,4546,4773,4902,5110,5284,5414,5831,5982,5896,6019,6245,6044,6186,6370,6237,6430,6226,6380,6382,6335,6216,5597,5198,4882,4932,5074,5283,4842,4624,4866,5028,5350,5627,5962,6278,6755,7239,7763,8315,8886
Czechoslovakia ,,,,,,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,,,,,,,,,,,,,,,,,,,,1164,,,,,,,,,,,,,,,,,,,,1505,,,,,,,,,,1729,,,,,,,,,,1991,,,2096,,,,,,,1933,2085,2006,2151,2353,2606,2575,2752,2977,3042,2926,2809,2680,2552,2443,2410,2599,2882,,,,,,,,,,,3088,3259,3501,3524,3598,3544,3652,3922,4110,4320,4610,4780,5108,5263,5304,5170,5372,5533,5741,5964,6223,6354,6466,6658,6858,7041,7243,7399,7461,7744,7786,7804,7982,7912,8045,8147,8319,8367,8507,8534,8709,8768,8513,7439,7254,7282,7517,7956,8334,8410,8514,8595,8833,9082,9311,9664,10128,10771,11562,12432,12925
Hungary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,,,,,,,,,,,,,,,,,,,,1473,,,,,,,,,,1682,,,,,,,,,,2000,,,2098,,,,,,,1709,,,,1912,2279,2162,2237,2415,2476,2404,2268,2192,2374,2370,2471,2618,2543,2655,2838,2626,2626,2743,,,,1721,1774,2200,2354,2480,2695,2762,2786,2850,3070,2906,3169,3367,3484,3649,3816,3962,4168,4388,4410,4646,4894,4934,5062,5028,5238,5336,5596,5716,5805,5791,6126,6253,6251,6306,6351,6583,6525,6710,6557,6699,6814,7031,6903,6459,5694,5528,5507,5678,5772,5861,6146,6464,6756,7132,7444,7789,8137,8548,8913,9284,9419,9500
Poland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,,,,,,,,,,,,,,,,,,,,1284,,,,,,,,,,1536,,,,,,,,,,1690,,,1739,,,,,,,,,,,,,,,,2117,1994,1823,1658,1590,1593,1597,1625,1915,2182,,,,,,,,,,,,2447,2510,2521,2618,2715,2794,2864,2962,3057,3096,3215,3426,3341,3502,3622,3787,3991,4103,4317,4241,4428,4707,5010,5340,5601,5808,5895,5949,6111,5942,5740,5385,5288,5498,5650,5660,5797,5683,5789,5684,5113,4738,4842,5011,5265,5623,5956,6357,6705,7014,7309,7400,7510,7804,8226,8527,9060,9681,10160
Romania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,1246,,,,,,,,,,1415,,,,,,,,,,1660,,,1741,,,,,,,,,,,,,1258,1241,1225,1152,1219,1229,1144,1184,1182,1196,1194,1130,1242,,,,,,,,,,816,,1182,1256,1333,1411,1496,1578,1623,1672,1724,1783,1844,1951,2007,2137,2258,2386,2643,2743,2739,2824,2853,3221,3396,3477,3637,3761,3917,3966,4063,4148,4135,4087,4072,4027,4178,4159,4215,4110,4085,3941,3511,3063,2797,2843,2957,3174,3307,3114,2971,2940,3006,3180,3343,3510,3813,3974,4338,4565,4895
Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,843,,,,,,,,,,902,,,,,,,,,,1057,,,1057,,,,,,,1031,1041,1057,1096,1158,1198,1263,1225,1314,1364,1318,1261,1128,1147,1173,1140,1270,1273,1356,1412,,,,,,,,1315,1548,1678,1551,1591,1448,1643,1712,1797,1742,2014,2080,2314,2437,2522,2544,2781,3019,3071,3205,3232,3272,3610,3755,4151,4255,4361,4879,4836,4939,5250,5491,5819,6063,6134,6139,6157,6279,6297,6522,6418,6300,6193,5646,4880,3990,3365,3507,3695,4059,4467,4683,4609,4826,4989,5157,5306,5568,5808,6123,6429,6686
Total 7 East European Countries,412,400,496,548,606,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,937,,,,,,,,,,,,,,,,,,,,1254,,,,,,,,,,1438,,,,,,,,,,1636,,,1695,,,,,,,,,,,,,,,,1942,,,,,,,,,,,1969,,,,,,,,,,2111,2206,2207,2296,2370,2495,2521,2682,2806,2921,3070,3218,3244,3372,3542,3664,3871,3996,4106,4200,4315,4596,4790,4988,5239,5377,5469,5612,5749,5793,5786,5685,5704,5759,5909,5887,6021,5959,6000,5905,5427,4831,4582,4538,4726,5001,5232,5413,5602,5734,5970,6143,6321,6573,6942,7262,7730,8193,8569
Bosnia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,3284,2475,1842,1977,2139,3390,4633,5104,5389,5572,5716,5850,5927,6140,6257,6587,6953,7274
Croatia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7351,5758,5137,4735,4986,5342,5699,6113,6301,6261,6439,6679,6961,7233,7545,7864,8236,8692,8904
Macedonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,3713,3429,3125,3041,2978,2988,3009,3094,3212,3341,3176,3194,3295,3422,3553,3686,3893,4063
Slovenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10860,9852,9312,9569,10071,10474,10826,11322,11735,12399,12877,13220,13654,14226,14855,15497,16417,17543,18170
Serbia/Montenegro/Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,4426,3183,2194,2239,2366,2492,2670,2772,2322,2501,2650,2749,2791,2997,3189,3381,3437,3620
Former Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5646,4880,3990,3365,3507,3695,4059,4467,4683,4609,4825,4989,5157,5306,5568,5808,6123,6429,6686
Czech Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8895,7865,7818,7814,7985,8464,8826,8772,8703,8825,9156,9401,9573,9924,10376,11035,11792,12520,12868
Slovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7763,6606,6158,6251,6612,6977,7390,7716,8151,8158,8220,8476,8813,9172,9658,10271,11128,12267,13033
Former Czechoslovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8513,7439,7254,7282,7517,7956,8334,8410,8514,8595,8833,9082,9311,9664,10128,10771,11562,12432,12925
Armenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6152,,,,,,,,,,,,,,,,,6066,5262,3116,2971,3237,3525,3739,3868,4164,4304,4565,5028,5814,6648,7372,8420,9553,10879,11630
Azerbaijan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4434,,,,,,,,,,,,,,,,,4639,4506,3441,2638,2115,1850,1857,1951,2133,2278,2518,2754,3032,3354,3720,4597,5962,7308,8097
Belarus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233,,,,,,,,,,,,,,,,,7194,7091,6396,5897,5213,4686,4833,5407,5882,6099,6472,6800,7172,7698,8618,9474,10467,11415,12607
Estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8657,,,,,,,,,,,,,,,,,10820,9799,8587,8054,8054,8539,9040,10091,10710,10785,11710,12549,13550,14340,15636,17218,19062,20566,19951
Georgia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932,,,,,,,,,,,,,,,,,7616,6016,3355,2420,2222,2329,2631,2938,3051,3161,3244,3422,3623,4040,4294,4723,5185,5842,5984
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625,,,,,,,,,,,,,,,,,7458,6595,6231,5689,5055,4729,4808,4957,4938,5126,5648,6402,7018,7655,8347,9131,10077,10936,11245
Kyrgyzstan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727,,,,,,,,,,,,,,,,,3602,3268,2788,2359,1886,1766,1865,2020,2034,2080,2167,2259,2233,2354,2488,2451,2495,2671,2835
Latvia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7846,,,,,,,,,,,,,,,,,9916,8707,5992,5413,5624,5653,5934,6491,6860,7144,7694,8372,8977,9722,11077,12338,13937,15432,14816
Lithuania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7593,,,,,,,,,,,,,,,,,8663,8154,6420,5396,4880,5142,5392,5775,6202,6101,6346,6769,7254,7986,8598,9298,10053,10980,11342
Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5365,,,,,,,,,,,,,,,,,6170,5059,3578,3531,2441,2412,2275,2314,2166,2097,2146,2284,2469,2631,2831,3048,3199,3299,3540
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6582,,,,,,,,,,,,,,,,,7779,7374,6300,5752,5020,4813,4645,4718,4475,4777,5277,5574,5869,6335,6829,7303,7905,8587,9111
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,,,,,,,,,,,,,,,,,3013,2688,1789,1485,1157,1000,821,820,847,859,913,989,1064,1152,1251,1310,1375,1455,1540
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826,,,,,,,,,,,,,,,,,3636,3384,2813,2792,2259,2057,2161,1889,1994,2289,2395,2460,2472,2609,2959,3303,3636,4012,4383
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924,,,,,,,,,,,,,,,,,6027,5491,4934,4232,3279,2901,2633,2576,2549,2567,2745,3029,3216,3547,4007,4145,4480,4868,5003
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097,,,,,,,,,,,,,,,,,4260,4133,3580,3416,3170,3079,3070,3172,3259,3352,3439,3547,3650,3767,4014,4251,4516,4895,5284
Total Former USSR ,400,400,499,552,610,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,,,,,,,,,,,,,1488,,,,,,,,,,,,,,,1370,1386,1448,1462,1439,1493,1630,1864,1991,2156,2150,2237,2144,,,,,,1913,2126,2402,2623,2841,2806,2937,3013,3106,3313,3566,3576,3777,3669,3945,4098,4140,3985,4439,4634,4804,4963,5202,5225,5575,5667,5643,6059,6176,6135,6363,6454,6559,6472,6427,6433,6536,6687,6709,6708,6923,6952,7043,7112,6894,6423,5473,4931,4252,4029,3915,3998,3911,4102,4460,4750,5020,5420,5889,6315,6873,7490,7904
Argentina ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,,,,,,,,,,,,,,,,,,,,2152,,,,,,,,,,2756,2880,2717,2992,3191,3479,3518,3459,3657,3699,3822,3746,3904,3797,3302,3244,3091,2790,3248,3307,3473,3471,3636,3898,4055,3919,3994,4156,4291,4367,4080,3712,3522,3621,3845,3950,3912,4125,4072,4148,4161,4304,4284,4182,4579,4356,4665,5089,5252,5047,4987,5073,4717,4874,4980,5237,5285,5461,5698,5241,5559,5862,5677,5455,5926,6371,6321,6399,6578,7037,7302,7530,7635,7962,8334,8122,7965,8304,7807,8227,8206,7607,7246,7387,7426,6835,7224,7298,7054,6520,6433,6977,7495,7828,8371,8013,8270,8828,9155,8746,8581,8124,7181,7744,8353,9019,9679,10407,10995
Brazil ,,,400,428,459,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,,,,,,,,,,,,,,,,,,,,713,717,721,724,728,732,736,740,744,748,752,756,760,764,768,773,777,781,785,789,794,773,730,622,621,783,710,699,717,703,678,730,715,714,713,718,770,755,734,776,769,836,809,811,780,798,804,842,808,895,963,963,1009,1046,1024,1007,1008,1060,1158,1137,1048,1004,1018,1076,1142,1150,1235,1250,1276,1263,1250,1307,1229,1368,1386,1390,1501,1518,1596,1659,1672,1702,1752,1784,1848,1926,1896,1994,2111,2221,2335,2437,2511,2463,2472,2448,2527,2554,2704,2860,3057,3278,3538,3880,4081,4187,4470,4565,4678,4890,5195,4850,4763,4498,4643,4914,5202,5270,5155,5224,4920,4891,4800,4937,5162,5296,5366,5485,5414,5377,5532,5525,5552,5536,5772,5878,6034,6196,6429
Chile ,,,,,,694,663,667,664,648,667,672,675,670,674,664,663,671,669,683,698,693,710,713,714,751,752,761,775,778,793,811,820,845,895,932,948,966,936,953,987,988,1011,1045,1068,1094,1083,1069,1098,1145,1172,1186,1128,1172,1276,1290,1274,1349,1417,1337,1426,1390,1325,1385,1572,1740,1775,1895,1879,1869,1788,1837,1938,1836,1858,1966,2099,2030,2103,2042,2158,2143,2070,2292,2279,2194,2223,2293,2139,2287,2259,2408,2507,2743,2726,3000,2887,2968,2988,2497,2389,2895,2923,2926,2480,2768,2370,2426,2885,3062,3152,2850,2760,3332,3455,2859,2218,1844,2236,2655,2761,2847,3181,3161,3169,3236,3141,3226,3256,3256,3471,3699,3240,3712,3569,3670,3731,3893,4112,3907,3975,3957,4264,4392,4042,4270,4366,4465,4639,4638,4577,4984,5046,5128,5220,5231,5597,5429,5034,4992,4273,4347,4700,5011,5345,5680,5932,5035,4810,5011,5030,5227,5480,5780,6283,6401,6795,7505,7905,8399,8973,9505,9997,10186,9984,10309,10535,10646,10942,11479,12001,12432,12894,13185
Colombia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,1022,1020,1030,1039,1053,1103,1101,1096,1131,1162,1201,1236,1236,1163,1129,1222,1292,1252,1253,1255,1255,1255,1255,1255,1255,1340,1424,1490,1505,1474,1448,1511,1577,1526,1677,1744,1751,1843,1905,1895,1877,1832,1792,1863,1899,2017,2042,2050,2107,2153,2150,2214,2277,2358,2373,2391,2400,2383,2473,2497,2540,2594,2597,2675,2689,2750,2784,2874,2976,3094,3194,3355,3499,3618,3621,3713,3793,4042,4177,4257,4255,4202,4175,4229,4272,4436,4577,4669,4726,4826,4806,4893,5011,5223,5400,5410,5392,5333,5025,5079,5069,5084,5234,5396,5618,5917,6270,6330
Mexico ,400,400,425,454,568,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,1011,,,,,1132,,,,,1366,1466,1348,1483,1492,1630,1594,1669,1649,1680,1694,1707,1718,1732,1744,1757,1770,1783,1796,1810,1823,1836,1850,1884,1825,1908,1991,1875,1857,1757,1618,1643,1373,1501,1574,1660,1768,1796,1794,1858,1852,1949,2032,2051,2159,2134,2211,2221,2248,2304,2365,2477,2504,2439,2605,2742,2843,2965,3025,3016,3155,3172,3211,3343,3594,3702,3813,3922,4073,4185,4320,4365,4602,4853,5013,5158,5244,5293,5595,5968,6320,6717,6514,6088,6162,6194,5834,5818,5771,5899,6085,6226,6333,6339,6504,6001,6209,6525,6753,6915,7275,7177,7145,7159,7357,7511,7795,7972,7979
