Sweden ,80,160,358,532,945,2107,2219,2298,2329,2434,2452,2490,2340,2497,2558,2502,2513,2461,2609,2683,2710,2777,2795,2688,2785,2889,2878,2794,2886,3054,3161,3077,3144,3272,3446,3528,3525,3476,3527,3608,3861,3822,3930,4149,4408,4570,4600,4352,4725,4879,5090,4993,5118,4544,5008,5659,5886,6108,6202,6389,6338,6781,6708,6546,6933,6949,7152,7088,7612,7514,7812,7826,7798,8183,8308,8456,8802,8774,9030,9155,9611,10129,10580,10958,11344,11303,11591,11614,12056,12547,12488,13524,14410,14169,14271,15265,15595,16191,17273,17543,17811,18725,17464,16376,17129,18280,16720,18540,19484,20514,20638,22279,22986,23687,25338,26400,26128,25322,26088,28217,29762,31239,32598,33821,36292,32924,32418,33170,34683,35693,36187,40274,43206,44037,45694,47478,49342,49690,50505,52936,54305,56340,58154,59605,62219,65764,69462,72610,76200,81344,85422,88043,91450,95229,99919,104647,107112,109915,114064,118212,119413,121891,120149,119985,123821,124783,124043,125508,127742,131758,134009,137620,141968,145926,150411,152188,150263,147330,144709,149857,155285,157582,162430,168815,176425,183739,186757,191266,194945,200316,206926,215617,221223,220781
Switzerland ,128,123,411,750,1068,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541,3633,3863,3729,3314,3873,3869,4200,5298,5035,4379,4691,5049,5047,4778,5183,5135,4514,5333,5836,5581,5964,5684,5844,6550,7275,7109,6416,6535,6517,6955,7078,6870,6887,7666,8268,8593,8554,8757,8766,9389,8856,9627,10014,9783,10861,11142,11716,11927,12513,12649,12511,12801,12554,13223,13543,14972,15110,14873,15648,16177,16530,16701,16483,16496,16658,16606,14790,14737,15707,16726,16311,17890,18925,19631,21065,22120,23307,24609,25466,25301,24246,23422,24593,24642,24543,24626,25796,26785,26752,27032,26851,26175,25944,26571,34202,36543,40944,41768,40631,42545,45990,46369,48001,50705,54117,57710,60002,58732,62425,66793,72200,75661,79370,83541,86195,88305,91008,94272,99584,105935,110253,113781,117251,118957,110294,108745,111392,111847,114634,119909,121802,120051,120659,124311,128561,130653,131614,135709,141599,146900,145682,145721,145387,146937,147495,148264,151092,155651,157653,163323,165191,165907,165515,169781,174195,180466,186963,190328
United Kingdom ,320,800,2815,6007,10709,36232,,,,,,,,,,42228,44249,43800,44249,46046,48517,50314,49640,52336,54806,53234,52111,50988,51886,55031,57951,61770,62219,62893,64016,63342,66037,67160,69631,71428,71203,76370,77717,77942,79964,81760,84007,84680,85354,87600,90296,91644,90745,93665,94339,100180,105570,105795,108266,110063,112758,113881,115004,115454,115004,120395,124663,128257,129155,129380,128706,130728,135894,141959,149596,150269,150269,146676,146676,156559,161500,168239,170485,178796,186208,184861,184861,189578,187556,188679,194295,200808,204627,196316,200808,207098,213162,216307,224618,226864,245058,250449,252695,254268,226640,212938,195642,205750,212264,221024,231806,223270,241240,244160,251348,249551,236747,238544,245507,261680,271788,284142,294025,297619,300539,330638,360737,369721,377807,362983,347035,331985,327044,337376,349955,347850,358234,357585,371646,386789,400850,405825,412315,411450,428107,452768,467694,472454,490625,516584,529996,540163,552277,574775,585207,599016,611705,633352,675941,666755,665984,680933,695699,720501,740370,728224,718733,729861,755779,774665,802000,837280,877143,920841,940908,944610,931716,933535,955305,997587,1026044,1054948,1089522,1123047,1157194,1211453,1229700,1254905,1289685,1331721,1361019,1400488,1436901,1446959
Total 12 Western Europe ,11146,8366,38426,56690,70702,141408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237190,,,,,,,,,,,,,,,,,,,,337710,343991,356715,359269,377887,386615,380531,385242,390215,383340,399789,407435,421409,429878,433294,435886,443723,457216,469759,481810,493244,495105,497653,509141,526945,540209,559505,565859,592644,615561,624220,623627,630990,645501,657608,675665,697550,726429,723088,746002,752721,787286,815742,840482,791531,806661,837479,812667,782318,723553,741118,737524,803105,794100,859604,906250,918230,959925,1002663,1029947,1014063,962124,931870,967170,1006850,1050586,1100979,1156686,1189457,1261104,1240067,1253151,1244058,1243487,1189733,1027872,967157,1034018,1110228,1204137,1286643,1360880,1408010,1482446,1563766,1663674,1736764,1813652,1856687,1952580,2083673,2186942,2287608,2386210,2525407,2624898,2716726,2805157,2950544,3112703,3243118,3344676,3476249,3664831,3734794,3703845,3861124,3964829,4076084,4230093,4289883,4295711,4327231,4407012,4517280,4630348,4759311,4884240,5071672,5235115,5277592,5366507,5435202,5426318,5582309,5721433,5815901,5964849,6110619,6278174,6517572,6618129,6674324,6732461,6874727,6985549,7185190,7360323,7402911
Ireland ,,,421,615,1377,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11891,,,,,,,,7841,7800,7760,7720,7680,7640,7845,8058,8294,8480,8716,8508,8294,8562,8812,9056,8716,8965,8955,9028,9135,9043,8991,8985,8912,9025,9196,9643,10148,10231,10488,10753,11043,11142,11432,11283,11266,11034,11481,12127,12706,13120,13741,14279,14528,14652,15521,16804,17815,18289,18923,20151,21103,22002,23246,23571,25506,27340,28180,29047,30013,30698,30624,31957,32943,32802,34331,36123,38223,41459,42259,43672,44848,47429,51999,56292,62867,67719,74709,81716,86691,92412,96537,100745,106991,112769,119535,115949
Greece ,1100,400,433,725,795,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,,,,,,,,,,,,,,,,,,,,3218,,,,,,,,,,,,,,,,,,,,5280,,,,,,,,,,6704,,,,,,,,,,,,,8635,8208,6289,5385,4733,8037,7212,8166,11196,11565,11947,12341,12748,13169,13603,13864,14696,14342,13746,14912,15784,16173,16846,16907,19307,18901,18875,16183,13796,11588,9683,8129,6865,10284,13272,13936,14679,14489,15765,15878,18053,18615,20022,21731,23147,24218,25107,26195,28492,29562,32567,35243,38553,40907,43152,46027,50585,54609,58496,65775,68355,65868,69853,74296,76843,81989,85015,86505,86553,86895,87244,89645,92442,93941,93507,97670,101425,101452,104597,105329,103644,105717,107937,110482,114501,118329,122405,127880,133600,138834,145837,152462,156883,163943,170501,175445
Portugal ,180,255,606,814,1638,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524,3793,,,,3552,,,,,,3597,,,,3745,3887,4000,4042,4148,4219,4061,4179,4353,4282,4277,4177,4372,4375,4384,4367,4513,4655,4770,4934,5064,5343,5457,5523,5425,5671,5572,5548,5660,5587,5827,5908,6251,6469,6701,7037,6914,6954,7054,7148,6950,6997,7165,7052,7048,7225,7369,7494,7467,7520,7352,7397,7281,6913,7064,7411,7831,8788,9169,8828,9223,9163,10772,9732,10789,10656,11204,11422,12194,12714,12041,11124,12997,13084,13259,12396,13551,13369,14263,15079,14497,15635,16943,16894,17129,17615,18404,18428,19714,20660,21512,22451,23445,23753,25039,26711,28170,30040,31823,33921,36446,37929,40792,44421,45364,49498,52781,57011,63397,64122,61334,65566,69239,71189,75203,78655,79928,81634,81492,79961,82206,85610,91073,97894,102922,107427,112120,113341,111025,112096,116897,121143,126210,132300,137341,142770,145636,146782,145636,147841,149172,151260,154132,154132
Spain ,1867,1800,4495,7029,7481,12299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16066,16311,17053,17192,17506,18391,17892,17489,17902,18700,19336,19595,19729,20190,20206,19586,20612,20566,18490,19073,19556,21104,24034,26156,23968,24670,25136,27701,26982,25492,27750,28462,28831,29480,29561,28774,28157,27765,28890,28823,28839,29495,31707,30597,30939,30668,28224,29659,31945,32457,33164,35471,34440,34600,34485,34005,35760,36885,38331,38998,37633,40332,40028,41653,41075,41746,43687,43150,42844,43112,46226,47370,49390,50028,51443,54627,54424,59140,59371,63570,61435,59871,61163,59966,62231,63482,49343,45272,45255,48856,53585,52726,55670,57724,60407,56326,58854,59823,59970,59583,61429,67533,73044,72806,78335,81457,88083,90901,94829,92651,94119,106187,118386,130477,143308,152794,164199,175227,185747,202472,214070,226319,245019,266896,286732,296824,309546,321868,332597,337333,344987,346768,352979,361902,367170,374627,386998,409027,431389,454166,474366,486443,490963,485899,497479,511197,523520,543758,568115,594177,625120,647941,665441,686076,708466,733971,763330,790809,797927
Total 14 small west European countries,140,104,199,250,311,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,1495,,,,,,,,,,,,,,,,,,,,2253,,,,,,,,,,2862,,,,,,,,,,,,,3843,3594,3673,3822,3732,3634,3446,3523,3346,3843,3780,4072,4278,4317,4503,4694,4810,4719,4462,4615,4470,4647,4837,5061,5311,5438,5743,5663,5753,5713,5729,5499,4798,4544,4801,5114,5517,5880,5746,6180,6436,6647,7001,7427,7752,7966,8279,8487,8876,9269,9756,10165,10877,11398,11862,12261,13144,13713,14651,15548,16452,16510,16005,17038,18095,19058,20007,20768,21257,21886,22385,23512,24313,25556,26754,28385,30000,31205,32342,33161,34633,35838,36899,38136,39918,39975,41210,42483,43795,45148,46543,47980,48753,50146,51368,51665
Total 30  Western Europe ,14433,10925,44159,65508,80927,158860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260314,,,,,,,,,,,,,,,,,,,,366198,,,,,,,,,,,,,,,,,,,,535287,,,,,,,,,,673987,,,,,,,,,,,,,902080,851928,865721,897770,871563,843746,784387,806444,815108,884491,876784,944008,994806,1006943,1055788,1098382,1132106,1113695,1060123,1032490,1067878,1111177,1156604,1192470,1248289,1281100,1356792,1336922,1348112,1339441,1339877,1287832,1119270,1065499,1138053,1215785,1311193,1396287,1478816,1532293,1610498,1699165,1805098,1887739,1970163,2018487,2115137,2251312,2371373,2487985,2604574,2762323,2878096,2985811,3091711,3255804,3442083,3593297,3715846,3879753,4101034,4190028,4171107,4351141,4476380,4608257,4775831,4849845,4860230,4901323,4990659,5109525,5236879,5384218,5538932,5763133,5961851,6033501,6144268,6221668,6206367,6380869,6546362,6665473,6852103,7037057,7248016,7537541,7675792,7762941,7853090,8032221,8181319,8426638,8646668,8698029
Australia ,144,160,180,180,180,173,173,177,183,195,205,207,212,216,228,280,292,303,314,335,410,413,440,452,438,577,525,497,585,679,716,809,960,1141,1207,1195,1491,1952,2393,2338,2459,3251,3114,2837,3793,3838,3837,3786,3910,4329,4303,4575,5120,5366,5414,5810,5525,6119,6764,6987,7755,7730,8052,8820,8944,9415,10108,9539,10951,11000,11719,11867,13131,13205,14345,13850,14914,13081,12362,12784,12066,12982,12264,14172,14172,15014,14568,14717,15881,16947,17145,18309,19052,19697,21307,22793,22967,23764,24861,24797,24341,24172,23716,23155,24488,25534,26818,28225,29579,31524,33002,33792,34305,34368,33662,30458,28416,30025,32110,33810,35798,37414,39306,40639,40749,43422,48271,53837,55738,53809,51109,49291,50503,53754,57308,61274,63892,64470,66481,70614,74471,77034,78577,82351,87421,91085,91713,97444,103413,110488,116131,119363,127422,134913,143118,152220,158992,163453,172314,176586,181367,188678,190653,196184,206515,210642,218780,218512,218539,233618,245444,250539,262925,274737,286820,291180,291916,302571,314360,327595,341575,354521,370333,390635,406196,414058,429694,443202,461200,472265,485488,499082,519045,531503
New Zealand ,0,4,40,40,40,40,,,,,,,,,,40,,,,,,,,,,28,,,,,,,,,,103,,,,,,,,,,292,,,,,,,,,,902,965,1127,1283,1411,1497,1572,1792,1994,1763,1948,2029,2023,2006,2214,2203,2255,2307,2307,2428,2497,2515,2607,2671,2584,2677,2983,3018,3104,3208,3469,3480,3746,4099,4081,4457,4879,5174,4816,4885,5556,5862,5689,5781,5931,5960,5914,5769,5677,6313,7001,6538,6313,6822,6943,7313,6926,6729,7475,7741,7405,6775,6608,7047,7400,7747,9186,9683,10365,10510,10308,9984,11082,11313,11360,11695,12597,14100,12701,14071,16136,14904,15552,16084,18298,18639,19605,20165,20957,22449,22449,23704,24215,25749,27004,28724,30536,29142,29095,32099,31644,33285,34711,37177,39390,38937,39887,37944,38097,38874,39141,41041,41809,42955,45072,45420,46372,46564,46435,46850,46729,46113,46621,49627,52254,54413,56333,57151,57449,60453,61766,64000,66930,69243,71790,73800,75276,77685,77840
Canada,32,64,100,100,86,738,,,,,,,,,,1169,,,,,,,,,,1972,,,,,,,,,,3304,,,,,,,,,,4887,,,,,,,,,,6407,6669,6599,7263,7437,7263,6774,7228,6948,7612,7961,9078,9497,9532,10300,9672,9776,10091,10824,10894,11697,11976,11906,11837,12395,12256,11941,13233,13757,15049,15887,17144,18820,19378,19658,21962,24162,25559,24336,26920,29225,31215,33275,34916,32577,34672,38163,39734,37186,34357,33973,30307,34741,36801,37360,41445,43680,48010,52269,52199,50454,42667,39630,36801,40712,43994,46368,50733,52060,55167,62744,71508,84182,87988,91305,88477,87569,91445,93121,95146,102164,107960,115816,121228,120390,131633,142282,146402,149021,155062,159880,164598,176130,185041,197098,210203,223832,230647,242703,255497,262098,276694,291314,312176,324928,332269,350467,362245,376894,392561,397814,410164,397671,409246,432711,456107,468055,487138,510815,523177,524475,513292,517779,529921,555411,570868,580060,604682,629755,664604,699382,709074,732692,746491,769405,792487,815469,835856,839199
United States ,272,520,800,600,527,12548,,,,,,,,,,18219,,,,,,,,,,27694,,,,,,,,,,42583,,,,,,,,,,69346,,,,,,,,,,98374,102862,107065,112436,111735,117573,118974,122827,127964,143726,160656,166377,177002,181322,184591,185992,191596,200236,199302,211678,214714,224027,245757,233857,227131,254552,249379,273178,278869,304221,312499,347681,351303,368377,363720,390624,435636,442362,406146,455814,460471,475475,497722,517383,477545,490996,558774,544804,593956,599130,593438,579986,612064,692776,713989,730545,778144,785905,794700,843334,768314,709332,615686,602751,649316,698984,798322,832469,799357,862995,929737,1098921,1318809,1581122,1713572,1644761,1305357,1285697,1334331,1339505,1455916,1566784,1625245,1699970,1688804,1808126,1843455,1878063,1859088,1997061,2046727,2094396,2220732,2316765,2450915,2607294,2778086,2847549,2983081,3076517,3081900,3178106,3346554,3536622,3526724,3516825,3701163,3868829,4089548,4228647,4230558,4336141,4254870,4433129,4755958,4940383,5110480,5290129,5512845,5703521,5803200,5791931,5985152,6146210,6395858,6558151,6803769,7109775,7413357,7746169,8032209,8093143,8223657,8431121,8738865,9009770,9253034,9447347,9485136
Total Western Offshoots ,448,748,1120,920,833,13499,,,,,,,,,,19708,,,,,,,,,,30271,,,,,,,,,,47185,,,,,,,,,,78363,,,,,,,,,,111493,116021,120910,127746,127570,134088,135050,139899,145727,162045,179980,187592,198062,203811,208105,209585,215494,225764,225638,239345,242758,253432,273352,260726,254894,281551,277285,301693,309903,336650,346869,382873,388586,407735,404406,434188,482987,492147,454995,508927,518044,535519,560450,582941,540849,555969,627023,614024,659973,664288,659946,643650,681343,765978,789816,812305,862542,874948,888812,936936,856631,787191,691948,678710,731237,786523,891290,932191,902421,969421,1046211,1228684,1467911,1736162,1870047,1796042,1454814,1441744,1493907,1506030,1635490,1753540,1821083,1903763,1898106,2032869,2082376,2123207,2111417,2261993,2320141,2374411,2518521,2630968,2785505,2962352,3151817,3234760,3389792,3507231,3527862,3647077,3836032,4058289,4067628,4069398,4280195,4459671,4700723,4866597,4878155,5006126,4912862,5103869,5467359,5687354,5875446,6086756,6344832,6560368,6665584,6643252,6852122,7040118,7331119,7525008,7794682,8141940,8491196,8877422,9207415,9295911,9466481,9708055,10052325,10361545,10642861,10879933,10933678
Albania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,548,,,,,,,,,,682,,,728,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,1229,1310,1342,1431,1516,1644,1711,1874,2018,2170,2355,2453,2612,2782,2962,3156,3360,3579,3810,4058,4321,4602,4901,5218,5357,5497,5643,5793,5945,6101,6270,6428,6596,6771,6951,7133,7321,7514,7713,7917,8125,5850,5429,5950,6444,7301,7965,7153,8061,8875,9523,10209,10556,11189,11849,12536,13226,14059,15015
Bulgaria ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172,,,,,,,,,,,,,,,,,,,,3896,,,,,,,,,,4892,,,,,,,,,,6581,,,7240,,,,,,,,,,,4976,5156,6671,7274,7160,7023,7741,8876,8933,9084,8308,7928,9659,10204,10470,10599,10319,10520,10018,10334,9551,7447,,,,,11971,14434,13773,15317,15030,16107,16121,17831,19382,20926,22908,24401,26405,27611,29787,31575,34067,35898,36559,38340,40523,41844,43826,45557,46986,50849,52371,51869,52989,55028,53449,54870,56644,55574,57412,55682,57154,57262,56903,55883,49779,45598,42269,41635,42384,43613,39514,37301,38793,39685,41828,43543,45677,47641,50785,53934,57331,60886,64539
