Czechoslovakia ,,,,,,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9981,,,,,,,,,,,,,,,,,,,,11820,,,,,,,,,,,,,,,,,,,,16936,,,,,,,,,,20994,,,,,,,,,,25851,,,27755,,,,,,,25091,27117,26395,28588,31558,35277,35138,37775,41106,42240,40856,39468,37886,36276,34889,34556,37387,41578,,,,,,,,,,,38108,40218,43368,44159,45630,45436,47295,51348,54373,57704,62117,64837,69749,72525,73496,72109,75495,78270,81657,85154,89123,90760,92592,95756,99142,102445,106165,109301,111050,116073,117489,118488,121763,121153,123512,125371,128313,129313,131700,132366,135308,136418,132560,115944,113300,113971,117827,124790,130723,131892,133504,134743,138418,142285,145864,151407,158701,168804,181231,194889,202624
Hungary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6459,,,,,,,,,,,,,,,,,,,,9751,,,,,,,,,,11990,,,,,,,,,,15291,,,16447,,,,,,,13585,,,,15740,18914,18125,18914,20576,21250,20789,19786,19260,21003,21135,22204,23684,23158,24342,26184,24391,24539,25773,,,,15559,16102,20148,21776,23158,25395,26250,26727,27664,30164,28799,31184,33273,34622,36431,38273,39868,42056,44424,44770,47319,50033,50641,52155,51974,54293,55460,58339,59852,61135,61316,65164,66743,66875,67549,68026,70477,69753,71579,69819,71217,72319,73421,71776,66990,59019,57211,56881,58558,59430,60214,62964,66008,68722,72303,75250,78539,81835,85761,89190,92669,93781,94344
Poland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15954,,,,,,,,,,,,,,,,,,,,29345,,,,,,,,,,38016,,,,,,,,,,45028,,,46449,,,,,,,,,,,,,,,,58980,56247,52177,48107,46771,47439,48107,49504,58980,67788,,,,,,,,,,,,60742,63414,64872,68638,72526,76049,79450,83641,87711,90262,95121,102714,101317,107391,112190,118386,125857,130412,138309,136912,144018,154284,165521,177973,188421,197289,202209,205975,213446,209498,204213,193341,191579,201055,208526,210713,217394,214479,219217,215815,194920,181245,185804,192749,202951,217060,230084,245729,259283,271181,282517,285948,290080,301266,317349,328773,349158,372900,391172
Romania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8546,,,,,,,,,,,,,,,,,,,,12925,,,,,,,,,,15565,,,,,,,,,,19698,,,21810,,,,,,,,,,,,,16850,16850,16850,16079,17235,17640,16657,17447,17640,18026,18218,17447,19375,,,,,,,,,,12975,,19279,20674,22169,23773,25493,27337,28544,29805,31121,32496,33931,36225,37497,40196,42741,45402,50588,52901,54019,56506,57779,65934,70175,72411,76479,79911,83998,85906,88702,91266,91517,90957,91035,90225,93811,93657,95257,93252,93020,90051,80277,69921,63768,64725,67249,72024,74833,70268,66895,66092,67480,71327,74893,78563,85241,88736,96746,101682,108902
Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,,,,,,,,,,,,,,,,,,,,8169,,,,,,,,,,10079,,,,,,,,,,13795,,,14364,,,,,,,12810,13129,13522,14234,15264,16025,17154,16884,18381,19363,18995,18430,16712,17228,17866,17596,19878,20197,21817,23019,,,,,,,,20516,24492,26921,25277,26284,24200,27823,29362,31208,30495,35573,37014,41574,44190,46190,47057,51967,56919,58458,61605,62668,63983,71131,74489,83078,85945,88813,100269,100269,103375,110901,117014,125043,131058,133156,134359,135576,138682,139885,145690,143997,141983,140179,129953,112711,91391,76268,79190,83344,91337,100596,105772,103885,108609,112647,117000,120896,127410,133295,140835,148046,154032
Total 7 East European Countries,1956,2600,6696,9289,11393,24906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38593,,,,,,,,,,,,,,,,,,,,50163,,,,,,,,,,,,,,,,,,,,81456,,,,,,,,,,102084,,,,,,,,,,126926,,,134794,,,,,,,,,,,,,,,,165840,,,,,,,,,,,185023,,,,,,,,,,185023,195670,198236,209145,218886,233857,239494,257611,272635,286886,304685,322781,328253,344112,364518,380016,404452,420645,436444,449862,465695,499790,524971,550756,583528,604251,619961,641681,662328,672299,675819,667932,674202,684326,705274,706201,725733,721188,727564,718039,662604,590288,559172,552179,574603,607562,634670,655904,678316,693184,720678,741209,762609,792797,837096,875268,931196,986243,1030628
Bosnia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16530,14610,10535,7287,7484,7933,12233,16710,19484,21335,22487,23499,24368,25148,26682,27723,29635,31651,33391
Croatia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33139,26147,23088,21241,22494,24023,25441,27171,27850,27599,28400,29649,31191,32532,33931,35356,37018,39054,39991
Macedonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7394,6936,6478,5992,5884,5819,5889,5972,6175,6440,6730,6427,6485,6706,6981,7267,7558,8004,8376
Slovenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21624,19699,18616,19137,20152,20978,21733,22776,23596,24917,25889,26588,27466,28608,29880,31165,33004,35248,36481
Serbia/Montenegro/Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51266,45319,32675,22611,23176,24590,26041,27968,28667,23593,25103,26484,27490,27903,29936,31784,33620,34089,35793
Former Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129953,112711,91391,76268,79190,83344,91337,100596,105772,103885,108609,112647,117000,120896,127410,133295,140835,148046,154032
Czech Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91706,81054,80644,80694,82485,87382,91017,90355,89566,90727,94029,96475,98187,101729,106318,113016,120701,128064,131522
Slovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40854,34889,32656,33277,35342,37408,39707,41538,43938,44016,44389,45810,47677,49678,52383,55788,60530,66825,71102
Former Czechoslovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132560,115944,113300,113971,117827,124790,130723,131892,133504,134743,138418,142285,145864,151407,158701,168804,181231,194889,202624
Armenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16691,,,,,,,,,,,,,,,,,20483,18086,10526,9600,10118,10817,11455,11833,12697,13116,13889,15223,17521,19957,22052,25117,28433,32328,34526
Azerbaijan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24378,,,,,,,,,,,,,,,,,33397,33163,25668,19739,15850,13980,14162,14983,16481,17701,19666,21613,23904,26581,29644,36847,48086,59338,66221
Belarus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48333,,,,,,,,,,,,,,,,,73389,72362,65415,60443,53371,47821,49160,54764,59364,61383,64943,67995,71395,76250,84943,92928,102220,111011,122112
Estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12214,,,,,,,,,,,,,,,,,16980,15282,13127,12011,11819,12351,12907,14262,15004,14989,16158,17192,18430,19370,20978,22950,25245,27063,26088
Georgia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28627,,,,,,,,,,,,,,,,,41325,32605,17966,12702,11381,11677,12984,14348,14793,15221,15495,16239,17132,19034,20157,22092,24169,27144,27711
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104875,,,,,,,,,,,,,,,,,122295,108843,103074,93591,81799,75091,75467,76750,75291,77324,84902,96364,105807,115647,126402,138663,153500,167161,172511
Kyrgyzstan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11781,,,,,,,,,,,,,,,,,15787,14540,12533,10591,8462,8005,8573,9422,9620,9976,10515,11072,11072,11814,12641,12615,13007,14112,15185
Latvia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18998,,,,,,,,,,,,,,,,,26413,23085,15675,13888,14193,14066,14600,15812,16555,17101,18281,19744,21007,22583,25548,28256,31703,34874,33269
Lithuania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24643,,,,,,,,,,,,,,,,,32010,30185,23756,19907,17957,18890,19778,21163,22707,22321,23192,24676,26354,28911,31022,33442,36050,39259,40436
Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20134,,,,,,,,,,,,,,,,,27112,22367,15881,15690,10842,10690,10059,10220,9556,9231,9425,10000,10780,11459,12307,13230,13865,14281,15309
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872466,,,,,,,,,,,,,,,,,1151040,1093488,934932,853593,745187,714634,688907,698552,661529,703867,774253,813740,851986,914181,980002,1042722,1123012,1213976,1281959
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279,,,,,,,,,,,,,,,,,15884,14534,9839,8236,6481,5678,4730,4810,5065,5252,5688,6268,6864,7564,8366,8927,9551,10296,11110
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11483,,,,,,,,,,,,,,,,,13300,12675,10774,10935,9043,8392,8955,7934,8497,9899,10503,10934,11130,11887,13634,15406,17163,19154,21165
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238156,,,,,,,,,,,,,,,,,311112,284045,255925,219583,169299,148644,133780,129767,127301,127046,134542,146920,154560,169088,189548,194666,208876,225378,230111
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67012,,,,,,,,,,,,,,,,,87468,87031,77370,75591,71660,71015,72222,75978,79321,82811,86123,89999,93779,97905,105444,112825,121061,132562,144493
Total Former USSR ,1560,2840,8458,11426,16196,37678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154049,,,,,,,,,,,,,232351,,,,,,,,,,,,,,,231886,238392,252333,257213,254424,264880,290903,334818,361306,398017,405220,430314,420091,333656,333656,333656,333656,333656,332727,369903,420555,465631,510243,512566,545792,569260,596910,648027,710065,724470,778840,770244,843434,891763,915928,895016,1010727,1068117,1119932,1169422,1237966,1255392,1351818,1387832,1395732,1513070,1556984,1561399,1634589,1673159,1715215,1707083,1709174,1724741,1767262,1823723,1847190,1863687,1940363,1965457,2007280,2037253,1987995,1862292,1592461,1436101,1237463,1171751,1137739,1160597,1133781,1187239,1287576,1367979,1441722,1552231,1682688,1800686,1955941,2127937,2242206
Argentina ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,,,,,,,,,,,,,,,,,,,,7265,,,,,,,,,,12932,14036,13746,15722,17407,19703,20691,21127,23190,24353,26125,26590,28770,29060,26038,26183,25428,23364,27665,28683,30775,31559,34059,37837,40772,40597,42544,45567,48414,50623,48531,45160,43678,45712,49344,51524,51873,55650,55883,58004,58963,61986,62712,62218,69280,67042,73029,81136,85641,84478,85524,88866,84333,88866,92528,99125,101856,107087,113655,106303,114614,122809,120833,117927,130074,141960,142919,146755,153002,166080,174972,183458,189183,200720,213739,211850,211327,224084,214233,229547,232802,219434,212518,220016,224491,209641,224985,230797,226438,212373,212518,233770,254575,269341,291696,282653,295090,318698,334314,322947,320364,306237,272876,296889,323609,353381,383418,416776,445117
Brazil ,,,400,342,574,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4959,,,,,,,,,,,,,,,,,,,,6985,7154,7327,7504,7686,7872,8062,8257,8457,8662,8871,9086,9306,9531,9761,9998,10240,10487,10741,11001,11267,11232,10865,9474,9695,12519,11616,11712,12300,12347,12201,13425,13425,13693,13961,14365,15735,15754,15639,16886,17078,18959,18747,19188,18844,19688,20263,21664,21223,24024,26393,26944,28801,30454,30434,30556,31210,33476,37333,37415,35187,34401,35599,38374,41585,42722,46824,48355,50376,50876,51381,54981,52944,60317,62562,64236,71013,73523,79157,84239,89342,93608,99181,103957,110836,118960,120674,130717,142577,154538,167397,179951,190932,192912,199423,203444,216181,224877,244921,266292,292480,322159,356880,401643,433322,455918,498823,522154,548342,587289,639093,611007,614538,593575,625438,675090,729252,753685,751910,776547,743765,751203,748949,782652,831176,866086,891202,925068,926918,934333,975444,988197,1007295,1018375,1076423,1110868,1155303,1201514,1262279
Chile ,,,,,,535,523,538,549,548,577,594,610,619,637,641,654,676,688,717,748,758,791,810,827,887,905,932,968,989,1026,1068,1098,1151,1241,1313,1359,1409,1387,1436,1511,1539,1599,1680,1746,1816,1828,1832,1913,2027,2108,2165,2092,2209,2443,2509,2515,2705,2886,2766,2995,2964,2869,3043,3506,3940,4078,4418,4446,4485,4351,4535,4852,4661,4781,5128,5547,5436,5706,5612,6006,6039,5906,6621,6663,6492,6655,6945,6555,7092,7085,7639,8042,8896,8941,9952,9683,10067,10252,8663,8384,10278,10499,10633,9123,10305,8931,9258,11151,11992,12514,11472,11264,13798,14519,12195,9607,8118,10003,12076,12771,13399,15235,15410,15733,16364,16178,16929,17413,17742,19274,20925,18666,21772,21303,22352,23326,24828,26699,25835,26807,27258,30056,31706,29910,32392,33941,35549,37798,38639,38951,43295,44700,46301,48023,49011,53400,52752,49816,50302,43808,45349,49820,53914,58379,63017,66932,57837,56216,59525,60697,64093,68311,73290,81062,84038,90735,101874,109004,117599,127482,136918,145963,150679,149532,156245,161521,165049,171486,181775,191954,200784,210221,216948
Colombia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,4169,4245,4374,4503,4656,4977,5069,5148,5421,5682,5993,6292,6420,6199,6173,6854,7434,7391,7588,7797,7999,8206,8420,8637,8860,9707,10581,11357,11768,11666,11595,12243,12930,12661,14080,14824,15055,16038,17020,17386,17681,17713,17790,18991,19883,21681,22535,23235,24519,24955,25726,27350,29026,31042,32242,33539,34766,35639,38207,39831,41847,44120,45571,48389,50136,52806,55028,58398,62116,66308,70250,75637,80728,85370,87347,91488,95283,103366,108906,113375,115789,116938,118806,123037,127076,134844,142086,147896,152686,159042,161587,167889,175444,186496,196567,200695,203706,205132,196722,202230,205204,209163,218784,229067,242124,258831,278243,284921
Mexico ,880,1800,3188,1134,2558,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214,,,,,,,,,,,,,,,,,,,,11860,,,,,14337,,,,,18585,20167,18741,20840,21203,23407,23147,24495,24469,25195,25403,25584,25740,25921,26095,26270,26446,26624,26803,26983,27164,27346,27994,28953,28487,30250,32064,30664,30846,29653,27787,28720,24417,27191,29031,31183,33671,34786,35356,37248,37767,40851,43754,45387,49094,50623,53967,55807,58114,61303,67368,72578,75481,75688,83258,90307,96502,103812,109333,112599,121723,126365,132039,141839,157312,167116,177427,188258,201669,213924,227970,237480,257636,279302,296370,312998,326267,337499,365340,398788,431983,469972,466649,446602,462678,475505,457655,466148,471953,491767,516692,538508,558049,568934,594054,557419,586144,625759,657263,681982,726934,726676,732256,742508,772208,797691,837576,866576,877312
Peru ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,2114,2251,2376,2502,2685,2832,3024,3126,3355,3623,3850,3923,3989,4058,4145,4291,4434,4407,4787,5283,5478,5511,5694,5751,5989,6505,6953,7608,7809,8602,8754,9319,10293,9113,8376,8055,8961,10174,11128,11662,11820,12006,12071,12305,12317,12035,12225,13274,13766,14296,14698,15184,16329,17613,18984,19963,21227,21817,23439,24500,25696,25775,25907,29486,32105,34500,36098,38614,41213,44689,46473,45980,47166,50848,53131,54837,57729,60773,65587,66507,66470,66463,70441,73727,77098,77183,66818,69878,71239,78348,85018,78003,68466,64979,66603,66004,69766,79254,86070,88050,95622,95718,96579,99573,99757,104684,108871,114315,122088,131489,143191,157224
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,771,958,978,896,775,865,900,982,877,966,931,1044,1251,1262,1449,1531,1383,1726,1594,1473,1617,1668,1823,2046,2034,2155,2092,1944,2010,2030,2077,2431,2513,2579,2318,2556,2829,3101,3140,3390,3288,4013,3896,3246,3078,3183,3511,3721,4204,3666,3857,4411,4644,5089,4890,5338,6106,6429,6483,7368,6094,5657,4948,5891,6238,6534,6651,7176,7177,7193,7317,6709,6768,7613,7832,8603,9203,9515,9854,10224,11015,11167,11736,12488,12593,12807,12932,13292,12125,12554,12912,12624,12686,12940,13088,13536,12975,13181,13984,14638,14498,13992,14098,14541,15406,16026,16205,17058,18110,19205,19575,17724,16688,16505,16746,18231,19676,19676,19930,20105,20687,22218,22907,24166,23683,24867,26112,27313,26548,26203,25316,22531,23027,25744,27443,29364,31596,34408
Venezuela,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,2053,2233,2414,2357,2329,2173,2173,2322,2405,2484,2655,2747,3172,2773,2858,2697,3147,3128,2922,3509,3651,3753,4330,5016,6481,7839,8794,9847,11167,11367,9187,8800,9628,10275,11021,12106,13889,15015,15926,15307,15056,13166,14371,17727,21547,25855,30925,34427,36534,37377,39979,43472,45147,49820,53991,58677,67414,68540,72658,72889,70643,73762,77134,83688,89240,90842,96334,102916,106612,114807,116494,117982,126364,129038,132728,142978,151927,155528,156752,149735,149253,146150,140665,142664,144843,152244,157698,166879,152577,160648,177516,189942,189182,182183,192931,192160,204843,204433,191963,198105,204829,186690,172128,203627,224602,246837,267077,279897
Total 8 Latin American countries,,,,,,11172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60720,65266,64598,69135,72228,77217,80541,83339,86688,90329,94172,96897,100667,102344,96265,97422,100431,101722,106075,109220,115359,116277,122987,132742,138034,141958,148777,155205,167344,171922,163213,153140,146567,157748,171038,180667,190893,201441,207260,214055,216666,226367,225962,236490,256283,264204,289368,306493,327045,338558,354755,374082,385775,402346,427624,457464,475813,512480,540517,552247,590886,620573,644359,661965,709079,745148,781695,815400,866368,924197,991034,1050870,1118899,1210400,1283455,1325642,1398765,1463442,1524244,1628212,1722937,1729060,1709537,1659386,1724216,1780837,1859652,1923419,1936045,1955408,1961787,2040609,2109500,2187230,2306624,2332891,2415126,2545771,2601770,2600606,2705098,2717737,2700544,2752068,2926768,3070151,3243602,3415194,3558106
Bolivia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816,4902,4987,5095,5202,5309,5683,5855,5301,5412,5698,5360,5183,5306,5289,5516,5631,5945,6327,6632,6958,7461,7928,8604,8989,9459,9820,10321,11030,11598,12364,13118,13670,14128,14125,13995,14124,13508,12905,13034,12943,12530,12858,13348,13735,14446,15226,15485,16135,16910,17705,18484,19408,20417,20499,20991,21343,21863,22453,23396,24426,25598,26776,28409
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,668,727,672,769,766,847,769,809,775,813,803,739,880,776,840,896,1045,1107,1139,1093,1224,1097,1095,992,1130,1249,1486,1571,1635,1702,1747,1958,2256,2275,2538,2466,2676,3007,3118,3389,3530,3746,4067,4265,4651,5013,5320,5730,6111,6515,6945,7556,8145,8583,8755,9231,10055,10677,11207,11290,11035,10266,10551,11379,11475,12107,12683,13114,13867,14370,14686,15729,16641,17357,17739,17899,18901,20489,22415,22908,23155,23832,25357,26448,28008,30473,32550,33704
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132,5776,4853,3894,4213,4948,5788,6747,7753,6012,6345,5516,7410,6214,6889,7907,8759,9541,10925,9706,10547,11837,12818,13257,11647,12238,12794,13967,15980,15980,14263,14419,14625,14845,15064,15296,15529,16380,18294,17230,17018,16380,17656,18507,20209,21272,22336,22974,24038,25527,26165,25527,27654,28292,29104,30146,30694,30714,30468,31022,31128,31087,27481,23689,19898,20296,20986,22812,23565,23871,25494,26896,27694,28118,29186,30879,34338,38493,41303,42996
Dominican Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,2701,2921,2884,3049,3237,3562,3787,3989,4012,4209,4114,4815,5129,5472,4791,5434,5617,5628,6244,6906,7637,8581,9617,10171,10659,11377,11930,12207,12733,13511,14069,14324,14959,14999,14620,15057,16189,16300,18377,17503,17643,18772,19148,19971,20870,22373,24230,25998,28078,30600,31710,33116,33017,33446,36556,37146,40304,42440
